21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||1|SOIL CONSERVATION DISTRICTS LAW [Repealed]|||||§§ 21-1 through 21-112.21|Repealed.|<p>Repealed by Acts 1988, c. 891.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||2|SANITARY DISTRICTS|2|BONDS OF SANITARY DISTRICTS|||§ 21-137.2|Payment of interest on serial bonds; no sinking fund required; tax levy; use of excess revenues.|<p>When serial bonds have been issued, the net revenue derived from the operation of such systems shall be applied to pay the interest on and the principal of such serial bonds as the same become due, but no sinking fund shall be required in respect of serial bonds.</p><p>The board shall, if necessary, levy an annual tax upon all property in such sanitary district, subject to local taxation, to pay such principal and interest as shall annually become due for payment. In the event net revenue exceeds the annual principal and interest due thereon, the board may use such net revenue for extensions and additions to the system, purchase and retirement of outstanding bonds of the district, or for any other lawful purpose consistent therewith.</p><p>1972, c. 236.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||2|SANITARY DISTRICTS|2|BONDS OF SANITARY DISTRICTS|||§ 21-138|Same; levy of tax.|<p>The governing body shall, if necessary for the payment of the interest on the bonds or to increase the sinking fund provided for hereunder, levy an annual tax upon all the property in the district subject to local taxation to pay such interest and to make payments into the sinking fund.</p><p>1946, p. 183; Michie Suppl. 1946, § 1560z7.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||2|SANITARY DISTRICTS|2|BONDS OF SANITARY DISTRICTS|||§ 21-139|Laws continued in effect.|<p>Sections 4 through 7 of Chapter 460 of the Acts of 1930, as amended by Chapter 15 of the Acts of 1933; Chapter 274 of the Acts of 1936; Chapter 28 of the Acts of 1936-7, codified as §§ 1560p-1560s of Michie Code 1942, relating to bonds of sanitary districts, is continued in effect.</p><p>Chapter 186 of the Acts of 1932, as amended by Chapter 164 of the Acts of 1938, codified as §§ 1560aa through 1560gg of Michie Code 1942, relating to bonds of sanitary districts created by special act, is continued in effect.</p><p>Chapter 25 of the Acts of 1947, as amended by Chapter 72 of the Acts of 1948, relating to the issuance of bonds by sanitary districts in counties adjoining a county having a population of not less than 1,000 a square mile, is continued in effect.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||2|SANITARY DISTRICTS|2|BONDS OF SANITARY DISTRICTS|||§ 21-140|Validation of proceedings.|<p>All proceedings had and all elections held in any sanitary district of the Commonwealth prior to January 1, 1946, to provide for and with respect to the contracting of bonded indebtedness and the authorization, issuance, sale, execution and delivery of bonds by or on behalf of such district are validated and confirmed, notwithstanding any lack of power of the governing body of the county in which such district is located to authorize and issue such bonds, or to execute, sell or deliver the same, and notwithstanding any defects or irregularities in such proceedings or elections, or in such execution, sale or delivery; and such bonds so issued or to be issued are and shall be valid and enforceable obligations of such sanitary district.</p><p>1946, p. 64.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||2|SANITARY DISTRICTS|2|BONDS OF SANITARY DISTRICTS|||§ 21-140.1|Further validation of proceedings.|<p>All proceedings had and all elections held in any sanitary district of the Commonwealth prior to June 30, 1954, whether under general law or by special act, to provide for and in respect to the contracting of bonded indebtedness and the authorization, issuance, sale, execution, and delivery of bonds by or on behalf of such district prior to June 30, 1954, whether under general law or by special act, are ratified and confirmed, notwithstanding the lack of power of the governing body of the county in which such district is located to authorize and issue such bonds or to execute, sell or deliver the same, and notwithstanding any defects or irregularities in such proceedings or elections concerning such execution, sale, or delivery, and notwithstanding any curable unconstitutionality of a procedural character, such as failure of the act to conform to the title and such other constitutional questions; and such bonds so issued or to be issued are and shall be binding, legal, valid, and enforceable obligations of such sanitary district.</p><p>1950, p. 4; 1954, c. 68.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||2|SANITARY DISTRICTS|2|BONDS OF SANITARY DISTRICTS|||§ 21-140.2|Additional validation of proceedings.|<p>All proceedings heretofore taken and all elections heretofore held in sanitary districts of whatsoever kind in the Commonwealth of Virginia, whether under general law or special act, to provide for, and with respect to, the contracting of bonded indebtedness and the authorization, issuance, sale, execution and delivery of bonds by or on behalf of all such sanitary districts, are hereby validated, ratified, approved and confirmed, notwithstanding any lack of power of the governing body of the county in which any such district is located to authorize and issue such bonds, or to authorize the execution, sale or delivery thereof, and notwithstanding any defects or irregularities in any such proceedings or elections, or in such execution, sale or delivery; and such bonds so issued or to be issued are and shall be binding, legal, valid and enforceable obligations of any such sanitary districts, notwithstanding any statutory limitation on the amount thereof.</p><p>1960, c. 562; 1962, c. 26; 1964, c. 243; 1968, c. 62; 1970, c. 441.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||2|SANITARY DISTRICTS|2|BONDS OF SANITARY DISTRICTS|||§ 21-140.3|Validation of certain bonds.|<p>All bonds heretofore issued by any sanitary district for any or all of the purposes specified in Article 1 (§ <a href='http://law.lis.virginia.gov/vacode/21-112.22/'>21-112.22</a> et seq.) of Chapter 2 of Title 21 are hereby declared to be valid and legally binding obligations of such sanitary district, notwithstanding any limitations contained in any general law or special act pursuant to which such sanitary district was created and notwithstanding any limitations contained in the proceedings taken for the creation thereof.</p><p>1964, c. 165.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||3|SANITATION DISTRICTS LAW OF 1938 -- TIDAL WATERS|1|General Provisions|||§ 21-141|Short title.|<p>This chapter may be known, designated and cited as the "Sanitation Districts Law of Nineteen Hundred and Thirty-Eight."</p><p>1938, p. 510; Michie Code 1942, § 1560hh.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||3|SANITATION DISTRICTS LAW OF 1938 -- TIDAL WATERS|1|General Provisions|||§ 21-142|Definitions.|<p>Whenever used or referred to in this chapter, unless a different meaning clearly appears from the context:</p><p>(1) The term "district" means a sanitation district created and existing pursuant to §§ <a href='http://law.lis.virginia.gov/vacode/21-145/'>21-145</a> to <a href='http://law.lis.virginia.gov/vacode/21-153/'>21-153</a> or heretofore or hereafter created by a special act of the General Assembly for the purpose of taking advantage of the provisions of this chapter;</p><p>(2) The term "commission," except where the context requires reference to the board or commission mentioned and provided for in § <a href='http://law.lis.virginia.gov/vacode/21-157/'>21-157</a>, means the body corporate and politic comprising a district and its inhabitants created and existing pursuant to § <a href='http://law.lis.virginia.gov/vacode/21-154/'>21-154</a>;</p><p>(3) The term "chairman" means the chairman of a commission;</p><p>(4) The term "sewage disposal system" or "facilities," used in relation to a commission, means the sewers, conduits, pipelines pumping and ventilating stations, treatment plants and works, and other plants, structures, boats, conveyances and other real and personal property operated by the commission for the purposes of the commission;</p><p>(5) The term "tidal waters of the district" means the waters within the district affected by the ebb and flow of the tide and also, in the event that the commission shall, pursuant to § <a href='http://law.lis.virginia.gov/vacode/21-216/'>21-216</a>, enter into any contract or agreement with any county, city or town in whole or in part outside of the district, and for so long as such contract or agreement shall remain in force, the waters within such county, city or town, which are affected by the ebb and flow of the tide, and the waters within one mile of such county, city or town which are affected by the ebb and flow of the tide are not included within the boundaries of any other county, city or town, or within the boundaries of any other sanitation district;</p><p>(6) The term "industrial wastes" means liquid or other wastes resulting from any processes of industry, manufacture, trade or business or from the development of any natural resource;</p><p>(7) The term "sewage" means the water-carried wastes created in and carried, or to be carried, away from residences, hotels, schools, hospitals, industrial establishments, commercial establishments or any other private or public building, together with such surface or ground water and industrial wastes as may be present;</p><p>(8) The term "pollution" means the condition of water resulting from any of the following acts:</p><p>(a) Unreasonably contaminating such water;</p><p>(b) Rendering such water unclean or impure;</p><p>(c) Rendering such water directly or indirectly injurious to public health, or unfit for public use;</p><p>(d) Rendering such water harmful for cattle, stock or other animals;</p><p>(e) Rendering such water deleterious to, or unfit for, fish or shellfish, or fish or shellfish propagation, or aquatic animals, or plant life in said water;</p><p>(f) Rendering such water unfit for commercial use;</p><p>(g) Rendering such water unclean or impure to such an extent that fish or shellfish taken therefrom are unfit for human consumption;</p><p>(9) The term "Governor" means the Governor of the Commonwealth of Virginia;</p><p>(10) The term "construct" includes construct, reconstruct, replace, improve and repair;</p><p>(11) The term "person" includes an individual, partnership, association, or corporation;</p><p>(12) The term "governing body" shall mean the board of supervisors, board of county commissioners, council or other local legislative body, board, commission, or other legislative authority having charge of the finances of any county, city or town;</p><p>(13) The term "town" means an incorporated town;</p><p>(14) The term "county" means a county exclusive of that portion thereof lying within the boundaries of an incorporated town.</p><p>1938, p. 510; 1942, p. 598; Michie Code 1942, § 1560ii.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||3|SANITATION DISTRICTS LAW OF 1938 -- TIDAL WATERS|1|General Provisions|||§ 21-143|Ordering and conduct of elections.|<p>Every order made pursuant to this chapter requiring the opening of a poll and the taking of the sense of the qualified voters of a district or proposed sanitation district on a question, shall designate the question and a date for holding such election not less than thirty days from the date of such order, and may be directed as writs of election are directed for an election district, or to fill a vacancy in the General Assembly or in Congress. It shall be the duty of the regular election officers of the counties and cities in whole or in part embraced within the district or proposed sanitation district to cause to be printed and distributed in the manner prescribed by law for printing and distributing other ballots the proper number of ballots which shall be separate from any other ballots. The ballots shall set forth the question designated in such order and shall be in substantially the following form:</p><p>(Here shall appear the question designated in the order)</p><p>[ ] YES</p><p>[ ] NO</p><p>To vote "Yes" on the question, place a checkmark (&#x2713;) or cross (+ or &#x2717;) in the space opposite the word "Yes"; to vote "No" on the question, place a checkmark (&#x2713;) or cross (+ or &#x2717;) in the space opposite the word "No."</p><p>The regular election officers, at the time designated in such order, shall open the polls at the various voting places in the district or proposed sanitation district and at any other voting places at which any qualified voter of the district or proposed sanitation district is entitled to vote, and shall conduct such election and close the polls in such manner as is provided by law in other elections. The ballots shall be counted, and returns made and canvassed and the results ascertained and made known as in other elections, and the results certified by the commissioners of election to the Secretary of the Commonwealth, all in such manner as to show the respective numbers of affirmative and negative votes cast at the election. The Secretary of the Commonwealth shall record and tabulate the reports of the commissioners of election and shall certify the result of the election to the court which made the order authorizing and requiring such election.</p><p>1938, p. 528; Michie Code 1942, § 1560fff.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||3|SANITATION DISTRICTS LAW OF 1938 -- TIDAL WATERS|1|General Provisions|||§ 21-144|Court proceedings.|<p>Whenever in this chapter the circuit court of any county, or the corporation court of any city, is authorized to accept any petitions or papers, make any order, hold any hearing, hear, consider and determine any question or do any other act or thing, such court, or a judge thereof in vacation, may do and perform the same.</p><p>1938, p. 529; Michie Code 1942, § 1560ggg.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||3|SANITATION DISTRICTS LAW OF 1938 -- TIDAL WATERS|2|CREATION OF DISTRICTS|||§ 21-145|Territory which may be embraced in district.|<p>Any integral body of territory within which are situated waters affected by the ebb and flow of the tide and none of which is embraced within any other sanitation district may, under the conditions and upon the taking and completion of the proceedings provided in this article, be created a sanitation district. Every part of the boundary of such a sanitation district shall either (1) coincide with the boundary of a county, city or town or (2) bisect a county, city or town, or (3) be located within one mile of the boundary of a county, city or town, or (4) consist of a straight line connecting two points each of which lies upon a boundary of one of the three types hereinabove described.</p><p>1938, p. 511; Michie Code 1942, § 1560jj.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||3|SANITATION DISTRICTS LAW OF 1938 -- TIDAL WATERS|2|CREATION OF DISTRICTS|||§ 21-146|Notice of hearing on petition for creation.|<p>Upon the presentation of a petition complying with the requirements of this article, praying for the creation of a sanitation district, fixing the boundaries thereof and naming the counties, cities and towns which in whole or in part are to be embraced therein, the circuit court of any such county, or of any county in which any such town is situated, or the corporation court of any such city shall make an order filing such petition and fixing a day for a hearing by such court on such petition and the question of the creation of the proposed sanitation district. Such order shall direct notice of such hearing to be given by publication once a week for at least three consecutive weeks beginning at least twenty-eight days prior to the day of such hearing in some newspaper or newspapers, named in such order, having general circulation in the proposed sanitation district. Such notice shall set forth the petition as filed, but need not set forth the signatures or exhibits thereto, and shall state the time and place of hearing and that at such hearing all persons desiring to controvert the allegations of such petition or question the conformity thereof to this article will be heard and all objections to the creation of the proposed sanitation district considered.</p><p>1938, p. 511; Michie Code 1942, § 1560jj.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||3|SANITATION DISTRICTS LAW OF 1938 -- TIDAL WATERS|2|CREATION OF DISTRICTS|||§ 21-147|Contents of petition.|<p>Every such petition shall pray for the creation of the proposed sanitation district, shall set forth the name of the proposed sanitation district (which shall include the words "sanitation district"), shall fix the boundaries thereof, shall name the cities and counties and towns which are in whole or in part to be embraced therein and shall contain an allegation (1) that the proposed sanitation district includes within its territorial limits waters affected by the ebb and flow of the tide which are polluted, (2) that no part of the proposed sanitation district is within the territorial limits of an existing sanitation district, (3) that the proposed sanitation district is an integral whole and does not completely surround any territory not included in the proposed or some existing sanitation district, (4) that the creation of the proposed sanitation district in accordance with this chapter will provide a means for abating or preventing the pollution of tidal waters of the proposed sanitation district and will benefit all the property within the proposed sanitation district, (5) that the creation of the proposed sanitation district has been approved by the State Health Commissioner as providing a practical means for abating or preventing the pollution of the tidal waters of the proposed sanitation district, and (6) that the petition has been approved and the prayer thereof joined in by each city, county and town which is in whole or in part embraced within the proposed sanitation district, expressed by resolution adopted by the vote of a majority of the governing body thereof.</p><p>1938, p. 512; Michie Code 1942, § 1560jj.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||3|SANITATION DISTRICTS LAW OF 1938 -- TIDAL WATERS|2|CREATION OF DISTRICTS|||§ 21-148|Signatures on petition.|<p>Every such petition shall be signed by not less than 200 qualified voters of the proposed sanitation district, including not less than 50 qualified voters of each city and county and town in whole or in part embraced within the proposed sanitation district.</p><p>1938, p. 512; Michie Code 1942, § 1560jj.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||3|SANITATION DISTRICTS LAW OF 1938 -- TIDAL WATERS|2|CREATION OF DISTRICTS|||§ 21-149|Hearing and determination; ordering election.|<p>Any person interested may answer the petition and make defense thereto, and at such hearing all persons interested or desiring to controvert the allegations of the petition or question the conformity thereof to this article or object to the creation of the proposed sanitation district shall be heard. If upon such hearing the court shall not be satisfied that the allegations of the petition are sustained and that the petition conforms to the provisions of this article, it shall make an order denying and dismissing the petition. If upon such hearing the court shall be satisfied that the allegations of the petition are sustained and that the petition conforms to the provisions of this article and that all of the property in the proposed sanitation district will be benefited by the creation of the proposed sanitation district and that the public interest will be served and the public health protected by such creation, it shall make an order determining such matters and requiring the opening of a poll and the taking of the sense of the qualified voters of the proposed sanitation district in accordance with § <a href='http://law.lis.virginia.gov/vacode/21-143/'>21-143</a> on the question of the creation of the proposed sanitation district. The question so submitted shall be "Do you favor the creation of the...... (inserting name of the proposed sanitation district stated in the said petition)?"</p><p>1938, p. 512; Michie Code 1942, § 1560jj.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||3|SANITATION DISTRICTS LAW OF 1938 -- TIDAL WATERS|2|CREATION OF DISTRICTS|||§ 21-150|Order when election favors establishment.|<p>If upon the certification of the result of such election made by the Secretary of the Commonwealth to such court, it shall appear that a majority of the qualified voters of the proposed sanitation district voting at the election shall have voted "yes" and in favor of the creation of the proposed sanitation district, the court shall make and enter of record an order stating such result, and thereupon the territory defined in the petition, less such parts thereof as shall be excluded pursuant to the provisions of § <a href='http://law.lis.virginia.gov/vacode/21-151/'>21-151</a>, shall be and constitute a sanitation district for all the purposes of this article, known and designated by the name stated in the petition.</p><p>1938, p. 513; Michie Code 1942, § 1560jj.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||3|SANITATION DISTRICTS LAW OF 1938 -- TIDAL WATERS|2|CREATION OF DISTRICTS|||§ 21-151|Exclusion from district of county, city or town voting against establishment.|<p>If upon the certification of the results of the election provided for in § <a href='http://law.lis.virginia.gov/vacode/21-150/'>21-150</a> it shall appear that a majority of the qualified voters of any county or of any city or of any town voting on the question at the election, shall have voted "no" against the creation of the proposed sanitation district, then the territory included within the limits of such county or of such city, or of such town, shall be excluded from, and shall not constitute a part of the district.</p><p>1938, p. 513; Michie Code 1942, § 1560jj.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||3|SANITATION DISTRICTS LAW OF 1938 -- TIDAL WATERS|2|CREATION OF DISTRICTS|||§ 21-152|Approval of State Health Commissioner.|<p>The State Health Commissioner is authorized, upon being satisfied that the creation of a proposed sanitation district will provide a practical means for abating or preventing the pollution of the tidal waters of the proposed sanitation district, to approve, as above referred to, the creation of the proposed sanitation district.</p><p>1938, p. 513; Michie Code 1942, § 1560jj.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||3|SANITATION DISTRICTS LAW OF 1938 -- TIDAL WATERS|2|CREATION OF DISTRICTS|||§ 21-153|Governing bodies may adopt resolutions.|<p>The governing body of each city and county and town is authorized, in its discretion, to adopt resolutions, as above referred to, approving and joining in the prayer of petitions for the creation of a proposed sanitation district.</p><p>1938, p. 513; Michie Code 1942, § 1560jj.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||3|SANITATION DISTRICTS LAW OF 1938 -- TIDAL WATERS|3|INCORPORATION; COMMISSION|||§ 21-154|Incorporation of district; name and style.|<p>Each district heretofore or hereafter created pursuant to this chapter or pursuant to a special act of the General Assembly, and the inhabitants of its territory as the same has been or may be established and from time to time altered pursuant to a law, is hereby created as a body corporate and politic under the name and style of, and to be known by, the name of the district with the word "commission" appended.</p><p>1938, p. 513; 1942, p. 600; Michie Code 1942, § 1560kk; 1944, p. 72; 1946, p. 528.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||3|SANITATION DISTRICTS LAW OF 1938 -- TIDAL WATERS|3|INCORPORATION; COMMISSION|||§ 21-155|Powers of commission.|<p>Each commission, constituting a corporation is hereby invested with the rights, powers and authority and charged with the duties set forth in this chapter, and shall constitute a political subdivision of the Commonwealth established as a governmental instrumentality to provide for the public health and welfare.</p><p>1942, p. 600; Michie Code 1942, § 1560kk; 1944, p. 72; 1946, p. 528.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||3|SANITATION DISTRICTS LAW OF 1938 -- TIDAL WATERS|3|INCORPORATION; COMMISSION|||§ 21-156|Exemption of bonds from taxation.|<p>The bonds of such district or commission, and the property owned or operated by such district or commission shall be exempt from all taxation, and the interest on the bonds shall take the same status under tax laws as the interest on bonds of other political subdivisions of the Commonwealth.</p><p>1942, p. 600; Michie Code 1942, § 1560kk; 1944, p. 72; 1946, p. 528.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||3|SANITATION DISTRICTS LAW OF 1938 -- TIDAL WATERS|3|INCORPORATION; COMMISSION|||§ 21-157|Creation of board or commission to control corporation.|<p>In and for each district, a board or commission is hereby created to manage and control the functions, affairs and property of the corporation and to exercise all of the rights, powers and authority and perform all of the duties conferred or imposed upon the corporation. Except as a special act creating the district shall otherwise provide, such board or commission shall consist of five members, residents of the district, appointed by the Governor. Except as a special act creating the district shall otherwise provide, in making the original appointments, one of the members shall be appointed for a term of one year, one for a term of two years, one for a term of three years and two for terms of four years each; subsequent appointments shall be made for a term of four years, except appointments to fill vacancies which shall be for the unexpired terms.</p><p>1942, p. 600; Michie Code 1942, § 1560kk; 1944, p. 73; 1946, p. 528.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||3|SANITATION DISTRICTS LAW OF 1938 -- TIDAL WATERS|3|INCORPORATION; COMMISSION|||§ 21-158|Officers of board or commission.|<p>The board or commission shall elect from its members a chairman, whose term of office as such shall be one year, and who shall be eligible for reelection. Such commission under such rules as it may adopt, may elect one of its members vice-chairman, and may appoint a secretary, who need not be a member of the commission, and a treasurer or secretary-treasurer, who shall not be a member of the commission. In the event that the commission appoints a treasurer or secretary-treasurer, his compensation shall be fixed by the commission.</p><p>1938, p. 514; 1942, p. 600; Michie Code 1942, § 1560kk; 1944, p. 73; 1946, p. 528.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||3|SANITATION DISTRICTS LAW OF 1938 -- TIDAL WATERS|3|INCORPORATION; COMMISSION|||§ 21-159|Compensation and expenses of commission members.|<p>The members of the commission shall receive no salary, but shall be paid their necessary traveling and other expenses incurred in attendance upon meetings of the commission or while otherwise engaged in the discharge of their duties under this chapter, and the sum of $10 per diem for each day or portion thereof in which they are engaged in the performance of such duties, but the total of such per diem compensation so received by any member during any one year shall not exceed $300.</p><p>1938, p. 514; 1942, p. 600; Michie Code 1942, § 1560kk; 1944, p. 73; 1946, p. 528.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||3|SANITATION DISTRICTS LAW OF 1938 -- TIDAL WATERS|3|INCORPORATION; COMMISSION|||§ 21-160|Meetings of commission.|<p>Regular meetings of the commission shall be held at least once every month at such time and place as the commission shall from time to time prescribe. Special meetings of the commission shall be held upon one day's mailed notice, or actual notice otherwise given, to each member of the commission upon call of the chairman or of any two members of the commission, at such time and at such place within the district as such notice may specify, or at such other time and place with or without notice as all of the members of the commission may expressly approve.</p><p>1938, p. 514; 1942, p. 600; Michie Code 1942, § 1560kk; 1944, p. 73; 1946, p. 529.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||3|SANITATION DISTRICTS LAW OF 1938 -- TIDAL WATERS|3|INCORPORATION; COMMISSION|||§ 21-161|Quorum.|<p>Three members of the commission shall constitute a quorum, and the vote of three members of the commission shall be necessary to take any action.</p><p>1938, p. 514; 1942, p. 601; Michie Code 1942, § 1560kk; 1944, p. 73; 1946, p. 529.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||3|SANITATION DISTRICTS LAW OF 1938 -- TIDAL WATERS|3|INCORPORATION; COMMISSION|||§ 21-162|Suspension or removal of members of commission.|<p>Members of the commission may be suspended or removed by the Governor at his pleasure.</p><p>1938, p. 514; 1942, p. 601; Michie Code 1942, § 1560kk; 1944, p. 73; 1946, p. 529.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||3|SANITATION DISTRICTS LAW OF 1938 -- TIDAL WATERS|3|Incorporation; Commission|||§ 21-163|Oath and bond of members of commission.|<p>Each member of the commission shall, before entering upon the discharge of his duties under this chapter, take and subscribe the oath of office required by Article II, Section 7 of the Constitution of Virginia and shall be bonded in accordance with § <a href='/vacode/2.2-1840/'>2.2-1840</a>, conditioned upon the faithful discharge of his duties.</p><p>1938, p. 514; 1942, p. 601; Michie Code 1942, § 1560kk; 1944, p. 73; 1946, p. 529; 2021, Sp. Sess. I, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?212+ful+CHAP0152'>152</a>.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||3|SANITATION DISTRICTS LAW OF 1938 -- TIDAL WATERS|3|INCORPORATION; COMMISSION|||§ 21-164|Repealed.|<p>Repealed by Acts 1970, c. 463.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||3|SANITATION DISTRICTS LAW OF 1938 -- TIDAL WATERS|3|INCORPORATION; COMMISSION|||§ 21-165|Manner of letting contracts.|<p>All contracts, except in cases of emergency, over $5,000 that the commission may let for construction or materials shall be let after public advertising. The commission shall advertise for bids for the work or materials at least ten days prior to the letting of any contracts therefor. The advertisement shall state the place where bidders may examine the plans and specifications and the time and place where bids for the work or materials will be opened. Each bidder shall accompany his bid with a certified check, payable to the commission, for a reasonable sum to be fixed by the commission, as a guarantee that if the contract is awarded to him, he will enter into a contract with the commission for doing the work or furnishing the materials. The contract shall be let to the lowest responsible bidder, and the successful bidder shall give bond or other security for the faithful performance of the contract, in such form and amount as the chairman may require. The commission is authorized to reject any and all bids. In the event that all bids are rejected, the commission shall advertise for new bids as in the first instance. All bids and contracts shall be public records. The commission is authorized, in its discretion, to do any and all such work by force account.</p><p>1938, p. 515; 1942, p. 601; Michie Code 1942, § 1560kk; 1944, p. 74; 1946, p. 529.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||3|SANITATION DISTRICTS LAW OF 1938 -- TIDAL WATERS|3|INCORPORATION; COMMISSION|||§ 21-166|How power of eminent domain exercised.|<p>The powers of condemnation or eminent domain conferred on the commission by this chapter shall be exercised by the board or commission under the same conditions and provisions and in accordance with the same procedure as in the case of the exercise of similar powers by the governing bodies of counties and cities or towns so far as they can be applied to the same.</p><p>1938, p. 515; 1942, p. 601; Michie Code 1942, § 1560kk; 1944, p. 74; 1946, p. 530.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||3|SANITATION DISTRICTS LAW OF 1938 -- TIDAL WATERS|3|INCORPORATION; COMMISSION|||§ 21-167|County, city or town not liable for act of commission.|<p>No pecuniary liability of any kind shall be imposed upon any county, city or town constituting any part of any district because of any act, agreement, contract, tort, malfeasance, misfeasance, or nonfeasance, by or on the part of the commission of such district, or any member of such commission, or its agents, servants and employees, except as otherwise provided in this chapter with reference to contracts and agreements between the commission and any county, city or town.</p><p>1938, p. 515; 1942, p. 602; Michie Code 1942, § 1560kk; 1944, p. 74; 1946, p. 530.</p>
